Timestamp,Open,High,Low,Close
2023-11-03T21:30:00Z,219.99,220.47,219.96,220.39
2023-11-03T21:45:00Z,220.35,220.35,220,220.04
2023-11-03T22:00:00Z,220.07,220.4,219.9,220.36
2023-11-03T22:15:00Z,220.37,220.37,220.02,220.13
2023-11-03T22:30:00Z,220.07,220.2,220.02,220.0979
2023-11-03T22:45:00Z,220.1,220.15,219.95,220.05
2023-11-03T23:00:00Z,220.07,220.11,219.74,219.96
2023-11-03T23:15:00Z,219.97,219.99,219.8,219.88
2023-11-03T23:30:00Z,219.9,220.13,219.88,220.04
2023-11-03T23:45:00Z,220.06,220.19,219.9,220.02
2023-11-06T09:00:00Z,226.05,226.99,222.52,225.94
2023-11-06T09:15:00Z,225.96,225.96,225.12,225.94
2023-11-06T09:30:00Z,225.8,226.67,225.48,226.67
2023-11-06T09:45:00Z,226.6,226.6,225.84,226
2023-11-06T10:00:00Z,226.03,226.6,225.99,225.99
2023-11-06T10:15:00Z,225.99,226.1,225.7,225.7
2023-11-06T10:30:00Z,225.8,225.99,225.36,225.36
2023-11-06T10:45:00Z,225.4,225.45,224.5,224.5
2023-11-06T11:00:00Z,224.46,224.59,223.77,224.35
2023-11-06T11:15:00Z,224.35,224.35,223.9,224.2
2023-11-06T11:30:00Z,224.25,224.59,224.25,224.59
2023-11-06T11:45:00Z,224.6,224.6,224.27,224.3
2023-11-06T12:00:00Z,224.26,224.46,223.86,224.19
2023-11-06T12:15:00Z,224.2,224.28,223.1,223.45
2023-11-06T12:30:00Z,223.49,224.15,223.4,223.44
2023-11-06T12:45:00Z,223.44,223.7,223.21,223.5
2023-11-06T13:00:00Z,224.31,226.8233,221.82,223.66
2023-11-06T13:15:00Z,223.62,223.7,223.32,223.45
2023-11-06T13:30:00Z,223.49,223.85,223.18,223.75
2023-11-06T13:45:00Z,223.75,223.86,222.79,222.91
2023-11-06T14:00:00Z,222.9868,223.59,222.75,223.27
2023-11-06T14:15:00Z,223.28,224.2,222.86,223.97
2023-11-06T14:30:00Z,223.98,226.32,222.43,222.44
2023-11-06T14:45:00Z,222.415,222.8,220.07,220.7926
2023-11-06T15:00:00Z,220.84,221.64,219.0502,219.07
2023-11-06T15:15:00Z,219.09,221.17,219.05,221.12
2023-11-06T15:30:00Z,221.16,222.05,220.79,221.37
2023-11-06T15:45:00Z,221.376,221.39,219.66,219.7112
2023-11-06T16:00:00Z,219.68,221.09,219.28,220.603
2023-11-06T16:15:00Z,220.6,221.21,220.03,220.47
2023-11-06T16:30:00Z,220.49,220.75,219.31,219.52
2023-11-06T16:45:00Z,219.5204,219.84,218.62,219.3801
2023-11-06T17:00:00Z,219.4,219.6,218.22,218.6271
2023-11-06T17:15:00Z,218.6564,218.82,216.84,217.57
2023-11-06T17:30:00Z,217.59,217.718,216.75,217.3253
2023-11-06T17:45:00Z,217.33,217.4457,216.31,217.3957
2023-11-06T18:00:00Z,217.41,217.5973,215.93,216.05
2023-11-06T18:15:00Z,216.06,216.47,215,215.81
2023-11-06T18:30:00Z,215.8299,216.63,215.47,216.26
2023-11-06T18:45:00Z,216.28,216.4395,215.1,215.6328
2023-11-06T19:00:00Z,215.64,215.82,215.01,215.7101
2023-11-06T19:15:00Z,215.72,217.24,215.65,217.225
2023-11-06T19:30:00Z,217.22,218.38,216.9,218.2
2023-11-06T19:45:00Z,218.2021,218.55,217.63,217.985
2023-11-06T20:00:00Z,217.97,218.75,217.54,218.5105
2023-11-06T20:15:00Z,218.5299,219.42,218.45,219.3
2023-11-06T20:30:00Z,219.31,219.7659,218.77,218.859
2023-11-06T20:45:00Z,218.83,219.38,218.7,219.3
2023-11-06T21:00:00Z,219.33,219.33,218.29,218.95
2023-11-06T21:15:00Z,218.94,219.27,218.62,218.69
2023-11-06T21:30:00Z,218.69,218.97,218.69,218.97
2023-11-06T21:45:00Z,218.95,219,218.62,218.71
2023-11-06T22:00:00Z,218.7,218.79,218.48,218.68
2023-11-06T22:15:00Z,218.66,218.75,218.46,218.5
2023-11-06T22:30:00Z,218.5073,218.57,218.1,218.4464
2023-11-06T22:45:00Z,218.44,218.48,218.15,218.2197
2023-11-06T23:00:00Z,218.21,218.49,218.04,218.13
2023-11-06T23:15:00Z,218.15,218.34,218.15,218.25
2023-11-06T23:30:00Z,218.3,218.32,218.11,218.15
2023-11-06T23:45:00Z,218.19,218.47,218.12,218.39
2023-11-07T00:00:00Z,218.31,218.39,218.06,218.06
2023-11-07T00:15:00Z,218.15,218.2,217.8,217.9995
2023-11-07T00:30:00Z,218,218,217.5,217.65
2023-11-07T00:45:00Z,217.73,217.85,217.55,217.7
2023-11-07T09:00:00Z,218.94,218.94,217.5,217.5
2023-11-07T09:15:00Z,217.41,217.41,216.58,217.25
2023-11-07T09:30:00Z,217.3,217.63,217.17,217.19
2023-11-07T09:45:00Z,217.2,217.37,217.2,217.37
2023-11-07T10:00:00Z,217.3,217.3,217.01,217.01
2023-11-07T10:15:00Z,217.03,217.4,216.71,217.32
2023-11-07T10:30:00Z,217.38,217.59,217.14,217.59
2023-11-07T10:45:00Z,217.46,217.46,217.4,217.43
2023-11-07T11:00:00Z,217.43,217.6,217.39,217.4
2023-11-07T11:15:00Z,217.41,217.56,217.36,217.36
2023-11-07T11:30:00Z,217.25,217.25,216.83,216.9
2023-11-07T11:45:00Z,216.91,217.4,216.89,217.3
2023-11-07T12:00:00Z,217.13,217.89,217.13,217.89
2023-11-07T12:15:00Z,217.91,218.49,217.91,218.07
2023-11-07T12:30:00Z,218.06,218.26,217.35,217.6
2023-11-07T12:45:00Z,217.72,217.77,217.44,217.75
2023-11-07T13:00:00Z,217.2,219.74,216.9798,217.99
2023-11-07T13:15:00Z,217.97,218.2,217.86,217.97
2023-11-07T13:30:00Z,217.96,218.55,217.92,218.55
2023-11-07T13:45:00Z,218.58,219.1383,218.4,219.03
2023-11-07T14:00:00Z,219.03,219.11,218.75,219.06
2023-11-07T14:15:00Z,219.08,220,219.05,220
2023-11-07T14:30:00Z,219.96,220.9598,216.9006,217.0735
2023-11-07T14:45:00Z,217.08,218.09,215.91,217.345
2023-11-07T15:00:00Z,217.353,217.64,215.8,216.4895
2023-11-07T15:15:00Z,216.4831,217.52,215.72,217.1552
2023-11-07T15:30:00Z,217.14,217.6,216.61,217.04
2023-11-07T15:45:00Z,217.0899,217.94,216.5,216.8
2023-11-07T16:00:00Z,216.81,218.6,216.36,217.79
2023-11-07T16:15:00Z,217.77,218.8299,217.58,218.66
2023-11-07T16:30:00Z,218.67,219.72,218.34,218.9801
2023-11-07T16:45:00Z,219,219.13,217.72,217.81
2023-11-07T17:00:00Z,217.84,218.2,216.9791,217.4
2023-11-07T17:15:00Z,217.39,218.26,217.07,218.06
2023-11-07T17:30:00Z,218.06,218.55,217.3,218.45
2023-11-07T17:45:00Z,218.4471,218.7399,217.67,218.5
2023-11-07T18:00:00Z,218.52,219.63,218.36,219.2521
2023-11-07T18:15:00Z,219.28,220.19,219.04,219.2375
2023-11-07T18:30:00Z,219.2652,220.72,219.22,219.8733
2023-11-07T18:45:00Z,219.86,221.25,219.8,220.71
2023-11-07T19:00:00Z,220.7,221.55,220.62,221.2907
2023-11-07T19:15:00Z,221.29,222,221.27,221.97
2023-11-07T19:30:00Z,221.9873,222.15,220.8701,221
2023-11-07T19:45:00Z,221,221.36,220.54,220.8
2023-11-07T20:00:00Z,220.8,221.5791,220.6,221.54
2023-11-07T20:15:00Z,221.545,222.75,221.2801,222.6689
2023-11-07T20:30:00Z,222.65,222.94,222.18,222.4136
2023-11-07T20:45:00Z,222.4,223.12,221.76,222.27
2023-11-07T21:00:00Z,222.27,222.27,221.64,222.01
2023-11-07T21:15:00Z,222.01,222.18,221.8,221.8
2023-11-07T21:30:00Z,221.8,221.83,221.56,221.59
2023-11-07T21:45:00Z,221.5329,221.8,221.36,221.76
2023-11-07T22:00:00Z,221.7,221.84,221.56,221.7908
2023-11-07T22:15:00Z,221.85,221.88,221.68,221.75
2023-11-07T22:30:00Z,221.76,221.89,221.6801,221.84
2023-11-07T22:45:00Z,221.84,222.1,221.78,222
2023-11-07T23:00:00Z,222,222.09,221.8,221.86
2023-11-07T23:15:00Z,221.91,221.99,221.65,221.65
2023-11-07T23:30:00Z,221.65,221.75,221.5,221.66
2023-11-07T23:45:00Z,221.7,221.8748,221.66,221.6899
2023-11-08T00:00:00Z,221.6898,221.8,221.56,221.78
2023-11-08T00:15:00Z,221.73,221.96,221.67,221.93
2023-11-08T00:30:00Z,221.9,221.98,221.8,221.8
2023-11-08T00:45:00Z,221.82,222.1,221.81,222.03
2023-11-08T09:00:00Z,221.67,221.79,221.22,221.35
2023-11-08T09:15:00Z,221.25,221.34,220.91,221.28
2023-11-08T09:30:00Z,221.04,221.36,221,221.35
2023-11-08T09:45:00Z,221.31,221.84,221.31,221.8
2023-11-08T10:00:00Z,221.71,221.76,221.6,221.6
2023-11-08T10:15:00Z,221.55,221.64,221.3,221.49
2023-11-08T10:30:00Z,221.36,221.59,221.21,221.59
2023-11-08T10:45:00Z,221.59,221.99,221.59,221.77
2023-11-08T11:00:00Z,221.83,221.88,221.75,221.75
2023-11-08T11:15:00Z,221.79,222.08,221.75,222.06
2023-11-08T11:30:00Z,222.05,222.49,222.05,222.28
2023-11-08T11:45:00Z,222.24,222.76,222.22,222.58
2023-11-08T12:00:00Z,222.46,223.1,222.32,222.95
2023-11-08T12:15:00Z,222.98,223.4,222.65,223.1
2023-11-08T12:30:00Z,223.08,223.14,222.65,222.8
2023-11-08T12:45:00Z,222.81,222.9,222.67,222.73
2023-11-08T13:00:00Z,222.83,223.44,221.01,222.73
2023-11-08T13:15:00Z,222.67,222.7,222.1,222.18
2023-11-08T13:30:00Z,222.17,222.34,221.85,222.2
2023-11-08T13:45:00Z,222.19,222.3292,222.05,222.2
2023-11-08T14:00:00Z,222.22,223.15,222.15,223.02
2023-11-08T14:15:00Z,223.01,223.45,222.93,223.15
2023-11-08T14:30:00Z,223.15,224.15,219.92,220.57
2023-11-08T14:45:00Z,220.57,221.55,219.62,219.946
2023-11-08T15:00:00Z,219.9799,220.3399,218.74,219.9575
2023-11-08T15:15:00Z,219.94,219.9799,217.86,218.26
2023-11-08T15:30:00Z,218.2899,219.89,218,219.6699
2023-11-08T15:45:00Z,219.6593,219.98,218.83,219.615
2023-11-08T16:00:00Z,219.65,220.54,219.21,220.2096
2023-11-08T16:15:00Z,220.16,220.66,219.75,220.4603
2023-11-08T16:30:00Z,220.45,221.2375,220.2618,220.8655
2023-11-08T16:45:00Z,220.8996,221.07,219.35,219.47
2023-11-08T17:00:00Z,219.4792,219.57,218.11,218.4057
2023-11-08T17:15:00Z,218.38,218.86,218.05,218.38
2023-11-08T17:30:00Z,218.41,219.05,217.64,218.75
2023-11-08T17:45:00Z,218.7699,218.96,218.59,218.81
2023-11-08T18:00:00Z,218.8383,219.86,218.63,219.78
2023-11-08T18:15:00Z,219.79,220.15,219.16,219.99
2023-11-08T18:30:00Z,220,220.85,219.88,220.7698
2023-11-08T18:45:00Z,220.755,220.93,220.3,220.68
2023-11-08T19:00:00Z,220.679,221.46,220.57,220.92
2023-11-08T19:15:00Z,220.915,221.1,220.5448,220.9598
2023-11-08T19:30:00Z,220.96,221.42,220.28,220.86
2023-11-08T19:45:00Z,220.85,221.09,220.4,220.7821
2023-11-08T20:00:00Z,220.7801,221.67,220.7702,221.6007
2023-11-08T20:15:00Z,221.5929,222.09,221.4344,221.94
2023-11-08T20:30:00Z,221.921,222.7974,221.46,222.5109
2023-11-08T20:45:00Z,222.52,222.95,222,222.1
2023-11-08T21:00:00Z,222.14,222.1992,221.7,221.7
2023-11-08T21:15:00Z,222.11,222.11,221.65,221.8
2023-11-08T21:30:00Z,221.72,221.75,221.2,221.3
2023-11-08T21:45:00Z,221.25,221.28,220.54,220.9511
2023-11-08T22:00:00Z,220.8,221,220.6,220.9
2023-11-08T22:15:00Z,220.94,221.13,220.8,221.0992
2023-11-08T22:30:00Z,221.1,221.1,220.83,220.95
2023-11-08T22:45:00Z,220.88,221.07,220.88,221.07
2023-11-08T23:00:00Z,221.03,221.03,220.6,220.84
2023-11-08T23:15:00Z,220.89,220.89,220.76,220.84
2023-11-08T23:30:00Z,220.84,220.9465,220.826,220.85
2023-11-08T23:45:00Z,220.9,221.04,220.76,220.9
2023-11-09T00:00:00Z,220.95,220.95,220.86,220.86
2023-11-09T00:15:00Z,220.85,220.85,220.65,220.79
2023-11-09T00:30:00Z,220.8,220.8,220.68,220.75
2023-11-09T00:45:00Z,220.71,220.89,220.5,220.89
2023-11-09T09:00:00Z,220.6,221.11,219.88,220.16
2023-11-09T09:15:00Z,220.05,220.7,220.05,220.5
2023-11-09T09:30:00Z,220.45,220.53,220.29,220.34
2023-11-09T09:45:00Z,220.3,220.57,220.29,220.55
2023-11-09T10:00:00Z,220.51,220.77,220.47,220.69
2023-11-09T10:15:00Z,220.74,220.84,220.52,220.52
2023-11-09T10:30:00Z,220.85,220.89,220.35,220.6
2023-11-09T10:45:00Z,220.61,220.61,220.4,220.4
2023-11-09T11:00:00Z,220.45,220.45,220.03,220.04
2023-11-09T11:15:00Z,220.12,220.12,219.9,219.94
2023-11-09T11:30:00Z,219.94,219.94,219.29,219.6
2023-11-09T11:45:00Z,219.65,219.75,219.46,219.7
2023-11-09T12:00:00Z,219.77,220.37,219.71,220.13
2023-11-09T12:15:00Z,220.14,220.14,219.63,219.69
2023-11-09T12:30:00Z,219.7,219.98,219.7,219.75
2023-11-09T12:45:00Z,219.76,219.85,219.33,219.4
2023-11-09T13:00:00Z,220.2,221.45,219.33,220.05
2023-11-09T13:15:00Z,220.05,220.28,219.9,220.15
2023-11-09T13:30:00Z,220.15,220.15,219.5,219.5
2023-11-09T13:45:00Z,219.53,219.95,219.39,219.94
2023-11-09T14:00:00Z,219.93,220.0197,219.65,219.95
2023-11-09T14:15:00Z,219.99,220.27,219.52,219.69
2023-11-09T14:30:00Z,219.75,220.8,216.57,217.1425
2023-11-09T14:45:00Z,217.16,217.46,215.9,216.9943
2023-11-09T15:00:00Z,216.98,217.3499,214.2301,214.71
2023-11-09T15:15:00Z,214.73,215.4734,213.5201,213.9801
2023-11-09T15:30:00Z,213.98,214.88,213.33,214.82
2023-11-09T15:45:00Z,214.81,215.17,213.53,214.02
2023-11-09T16:00:00Z,214.0001,215.3,213.97,214.6301
2023-11-09T16:15:00Z,214.63,214.7299,213.13,213.325
2023-11-09T16:30:00Z,213.34,213.4992,212.22,212.32
2023-11-09T16:45:00Z,212.357,213.16,211.82,212.21
2023-11-09T17:00:00Z,212.24,212.26,210.21,210.455
2023-11-09T17:15:00Z,210.41,210.6899,209.15,209.6363
2023-11-09T17:30:00Z,209.605,209.9399,208.9609,209.5499
2023-11-09T17:45:00Z,209.5452,210.41,209.22,209.76
2023-11-09T18:00:00Z,209.745,209.87,207.02,208.77
2023-11-09T18:15:00Z,208.715,209.31,208.01,209.105
2023-11-09T18:30:00Z,209.09,210.49,208.72,209.22
2023-11-09T18:45:00Z,209.2048,209.92,208.3,208.82
2023-11-09T19:00:00Z,208.805,208.84,207.16,208.04
2023-11-09T19:15:00Z,208.05,209.48,207.51,209
2023-11-09T19:30:00Z,208.9701,209.535,207.51,207.77
2023-11-09T19:45:00Z,207.8,208.6299,207.43,207.46
2023-11-09T20:00:00Z,207.45,208.5336,206.68,208.4
2023-11-09T20:15:00Z,208.41,209.08,207.84,208.1301
2023-11-09T20:30:00Z,208.165,209.74,208.11,209.1975
2023-11-09T20:45:00Z,209.2,210.5399,209.12,209.94
2023-11-09T21:00:00Z,209.96,210.2,209,209.39
2023-11-09T21:15:00Z,209.45,209.98,209.11,209.3039
2023-11-09T21:30:00Z,209.48,209.98,209.22,209.36
2023-11-09T21:45:00Z,209.3926,209.98,208.88,209.09
2023-11-09T22:00:00Z,209.04,209.1094,208.4,208.91
2023-11-09T22:15:00Z,208.92,208.92,208.43,208.47
2023-11-09T22:30:00Z,208.43,208.7,208.4,208.68
2023-11-09T22:45:00Z,208.6107,208.74,208.51,208.6
2023-11-09T23:00:00Z,208.52,208.6301,208.5,208.51
2023-11-09T23:15:00Z,208.57,208.62,208.45,208.52
2023-11-09T23:30:00Z,208.62,208.62,208.2,208.35
2023-11-09T23:45:00Z,208.31,208.5,208,208.35
2023-11-10T00:00:00Z,208.34,208.43,208.12,208.25
2023-11-10T00:15:00Z,208.21,208.43,208.2,208.39
2023-11-10T00:30:00Z,208.36,208.36,208,208.19
2023-11-10T00:45:00Z,208.28,208.46,208.16,208.27
2023-11-10T09:00:00Z,209.68,209.68,207.82,207.86
2023-11-10T09:15:00Z,207.82,207.96,205.69,205.83
2023-11-10T09:30:00Z,205.74,206.47,205.16,206.47
2023-11-10T09:45:00Z,206.47,206.9,206.38,206.86
2023-11-10T10:00:00Z,206.77,206.9,206.36,206.9
2023-11-10T10:15:00Z,206.84,206.97,206.68,206.86
2023-11-10T10:30:00Z,206.93,207.17,206.9,207.1
2023-11-10T10:45:00Z,207.1,207.46,207.1,207.45
2023-11-10T11:00:00Z,207.4,207.4,206.67,206.67
2023-11-10T11:15:00Z,206.62,207.15,206.62,206.9
2023-11-10T11:30:00Z,206.83,206.85,205.83,206.1
2023-11-10T11:45:00Z,206.22,206.73,206.22,206.73
2023-11-10T12:00:00Z,206.72,208.4,206.65,208.4
2023-11-10T12:15:00Z,208.35,208.4,207.7,208.08
2023-11-10T12:30:00Z,208.2,208.92,208.17,208.87
2023-11-10T12:45:00Z,208.89,209.9,208.85,209.6
2023-11-10T13:00:00Z,206.9,210.9,205.6589,209.2505
2023-11-10T13:15:00Z,209.25,209.33,208.5,208.87
2023-11-10T13:30:00Z,208.9409,209.5008,208.5207,209.5008
2023-11-10T13:45:00Z,209.5,210.49,209.45,210.1309
2023-11-10T14:00:00Z,210.1,210.2,209.4,210.19
2023-11-10T14:15:00Z,210.11,210.34,209.73,210.03
2023-11-10T14:30:00Z,210.03,212.99,208.28,212.73
2023-11-10T14:45:00Z,212.76,213.68,211.8153,212.2699
2023-11-10T15:00:00Z,212.23,212.31,209.2811,209.98
2023-11-10T15:15:00Z,209.94,210.15,205.69,207.0617
2023-11-10T15:30:00Z,207.08,208,206.64,207.55
2023-11-10T15:45:00Z,207.5536,209.55,207.28,209.1686
2023-11-10T16:00:00Z,209.18,210.45,208.16,210.29
2023-11-10T16:15:00Z,210.27,211.24,210.19,210.43
2023-11-10T16:30:00Z,210.42,210.75,209.28,210.715
2023-11-10T16:45:00Z,210.7299,212.33,210.65,212.245
2023-11-10T17:00:00Z,212.25,213.18,211.75,212.81
2023-11-10T17:15:00Z,212.8203,212.96,211.91,212.65
2023-11-10T17:30:00Z,212.63,213.33,212.01,212.385
2023-11-10T17:45:00Z,212.37,213,212.12,212.73
2023-11-10T18:00:00Z,212.73,213.13,212.27,212.4999
2023-11-10T18:15:00Z,212.4538,213.46,211.92,213.23
2023-11-10T18:30:00Z,213.22,215.05,213.22,214.69
2023-11-10T18:45:00Z,214.719,215.2,214.12,214.6601
2023-11-10T19:00:00Z,214.68,214.8,214,214.7199
2023-11-10T19:15:00Z,214.7,215.38,214.57,214.81
2023-11-10T19:30:00Z,214.81,215.16,214.18,214.9311
2023-11-10T19:45:00Z,214.93,215.35,214.6009,214.945
2023-11-10T20:00:00Z,214.95,215.03,213.62,214.1922
2023-11-10T20:15:00Z,214.19,215.08,213.97,214.86
2023-11-10T20:30:00Z,214.8501,215.0289,214.05,214.2701
2023-11-10T20:45:00Z,214.29,214.921,213.98,214.69
2023-11-10T21:00:00Z,214.67,214.7287,214.15,214.65
2023-11-10T21:15:00Z,214.59,214.65,214.25,214.36
2023-11-10T21:30:00Z,214.45,214.45,213.89,213.95
2023-11-10T21:45:00Z,213.98,214.2287,213.8,214
2023-11-10T22:00:00Z,213.99,214.16,213.85,214.06
2023-11-10T22:15:00Z,214,214.1,213.86,213.88
2023-11-10T22:30:00Z,213.8734,214,213.77,213.86
2023-11-10T22:45:00Z,213.8499,214.07,213.75,213.91
2023-11-10T23:00:00Z,213.93,213.93,213.6,213.7776
2023-11-10T23:15:00Z,213.75,213.91,213.66,213.88
2023-11-10T23:30:00Z,213.9475,213.99,213.79,213.96
2023-11-10T23:45:00Z,213.99,214.35,213.99,214.27
2023-11-11T00:00:00Z,214.25,214.27,214.05,214.15
2023-11-11T00:15:00Z,214.1702,214.27,214.15,214.18
2023-11-11T00:30:00Z,214.21,214.74,214.21,214.7
2023-11-11T00:45:00Z,214.7,214.74,214.31,214.45
2023-11-13T09:00:00Z,213.88,214.65,213.25,213.91
2023-11-13T09:15:00Z,213.91,215.99,213.9,215.46
2023-11-13T09:30:00Z,215.46,215.58,214.52,214.98
2023-11-13T09:45:00Z,215.17,215.47,214.88,215.1
2023-11-13T10:00:00Z,215,215.15,214.25,214.9
2023-11-13T10:15:00Z,214.77,214.99,214.7,214.99
2023-11-13T10:30:00Z,215.1,215.49,215.1,215.3
2023-11-13T10:45:00Z,215.28,215.61,215.28,215.6
2023-11-13T11:00:00Z,215.55,215.55,215.35,215.37
2023-11-13T11:15:00Z,215.38,215.4,215.08,215.08
2023-11-13T11:30:00Z,215.15,215.2,214.88,215.2
2023-11-13T11:45:00Z,215.2,215.77,215.2,215.49
2023-11-13T12:00:00Z,215.43,216.69,215.41,216
2023-11-13T12:15:00Z,215.96,216.15,215.8,216
2023-11-13T12:30:00Z,215.96,216.5,215.82,216.48
2023-11-13T12:45:00Z,216.5,216.65,216.15,216.28
2023-11-13T13:00:00Z,215.5,216.7031,212.6,216.59
2023-11-13T13:15:00Z,216.51,217.78,216.5,217.45
2023-11-13T13:30:00Z,217.45,218,216.3,216.45
2023-11-13T13:45:00Z,216.49,216.75,216.05,216.33
2023-11-13T14:00:00Z,216.33,216.76,216.23,216.5386
2023-11-13T14:15:00Z,216.51,216.51,215.55,215.57
2023-11-13T14:30:00Z,215.55,217.44,211.6101,211.875
2023-11-13T14:45:00Z,211.89,216.8198,211.88,216.06
2023-11-13T15:00:00Z,216.01,218.43,215.51,218.29
2023-11-13T15:15:00Z,218.3,220.42,217.82,219.985
2023-11-13T15:30:00Z,219.97,220.79,219.37,220.36
2023-11-13T15:45:00Z,220.4,222.11,220.16,221.235
2023-11-13T16:00:00Z,221.24,223.34,221.14,223.17
2023-11-13T16:15:00Z,223.1501,223.92,222.6,223.53
2023-11-13T16:30:00Z,223.55,225.15,223.13,224.7606
2023-11-13T16:45:00Z,224.7601,225.4,224.05,224.2155
2023-11-13T17:00:00Z,224.2255,224.4,222.71,223.778
2023-11-13T17:15:00Z,223.75,224.68,223.31,224.1012
2023-11-13T17:30:00Z,224.1399,224.33,222.51,222.6138
2023-11-13T17:45:00Z,222.58,222.6273,221.722,222.48
2023-11-13T18:00:00Z,222.46,222.95,221.57,222.75
2023-11-13T18:15:00Z,222.71,223.17,221.77,222.1213
2023-11-13T18:30:00Z,222.12,222.9899,221.77,222.74
2023-11-13T18:45:00Z,222.75,223.9,222.7434,223.3599
2023-11-13T19:00:00Z,223.29,224.46,223.29,224.08
2023-11-13T19:15:00Z,224.077,224.89,223.93,224.86
2023-11-13T19:30:00Z,224.88,224.98,224.23,224.4899
2023-11-13T19:45:00Z,224.49,224.69,223.34,223.62
2023-11-13T20:00:00Z,223.635,223.6399,222.86,223.42
2023-11-13T20:15:00Z,223.4025,224.3599,223,224.0011
2023-11-13T20:30:00Z,224.02,224.19,223.48,223.645
2023-11-13T20:45:00Z,223.65,224.53,223.49,223.705
2023-11-13T21:00:00Z,223.7,224.39,223.2,223.65
